1.1539106313933578e+25,1.9419301946395863e+25,6.4164,1.9250007537292678e+27,0.0
1.1271516671657013e+24,-7.448363172245305e+23,6.08,1.8083468066571544e+27,5.54111904243014e+17
1.0700484282681723e+25,3.778778121443104e+24,6.3809,1.9126572532189046e+27,6.198810167917009e+17
2.557218800991096e+25,-1.6231629005451988e+25,6.02,1.7876161658671827e+27,0.0
-3.5055214572909035e+24,-1.5886849224004781e+25,6.07,1.8048900694285675e+27,5.519955087201879e+17
-2.2985844520709477e+25,-3.136895307868379e+24,6.4,1.9192974550092767e+27,0.0
-2.716368409110428e+24,-2.577091463627761e+24,6.06,1.801433982461476e+27,5.4988355963565824e+17
2.7374304130559855e+25,4.6108835499310074e+23,6.0,1.7807111965467763e+27,-5.373051609281597e+17
1.6814305230345176e+25,-7.207360976958754e+24,6.42,1.9262529149344497e+27,6.287248864413673e+17
1.6039608314394383e+25,7.312288368014377e+24,6.0039,1.782057458604428e+27,-5.381179002309737e+17
-1.0941207012197662e+25,-9.033202132885001e+24,6.0337,1.7923475882718323e+27,0.0
1.1625193785910267e+25,-4.927268773640746e+24,6.2284,1.859720286872222e+27,5.860427404057288e+17
1.4445865287589724e+25,-4.848663118353449e+24,6.13,1.825640197080691e+27,0.0
-1.4667678313833585e+24,-1.1196227984453926e+25,6.3394,1.8982372514212733e+27,0.0
7.80432903360863e+24,-1.3067869041517816e+24,6.1492,1.8322851321652817e+27,0.0
7.371652019593062e+24,-3.945989086620384e+25,6.5157,1.9595680229627157e+27,0.0
-9.493099433037188e+24,-1.0356374505766452e+25,6.25,1.867209470262239e+27,0.0
-3.356770567659755e+24,-1.293521006137172e+25,6.047,1.7969420438957368e+27,0.0
1.9578962909261324e+25,-1.79188266661938e+24,6.14,1.829100806166621e+27,0.0
1.104392880364165e+25,-1.0595056192891772e+24,6.35,1.9019194312420873e+27,0.0
-3.663403145593607e+24,-4.8330524059724086e+24,6.01,1.7841633517490164e+27,5.393904611860936e+17
2.7423980948406013e+25,-1.0271194096515486e+25,6.065,1.8031619445731517e+27,0.0
-9.7483099326751e+24,2.2154260575226695e+24,6.16,1.8360239441704273e+27,-5.7120330891978765e+17
1.374390531580625e+25,1.162985255245141e+25,6.5412,1.968454275502716e+27,-6.565755340616056e+17
6.370680047726836e+24,-9.81113053253953e+24,6.15,1.8325620556589167e+27,5.690512913381534e+17
-6.639369079514417e+24,2.387728910417529e+24,6.03,1.7910696374453032e+27,-5.4357437685512877e+17
-5.863797087782639e+24,7.588806989966513e+24,6.49,1.9506159665686992e+27,0.0
3.0999426541284377e+25,-2.0800098867939153e+25,6.09,1.811804192723623e+27,5.562327476153051e+17
3.0985830053941227e+24,1.056125244834006e+25,6.02,1.7876161658671827e+27,0.0
5.324911201283464e+24,-1.5468348284054047e+25,6.9018,2.0945169434550377e+27,7.433644519178616e+17
-4.0964365743983366e+24,2.5294701527830797e+25,6.14,1.829100806166621e+27,5.6690373140109914e+17
8.036966385322814e+24,9.266102568725363e+24,6.18,1.8429496327279662e+27,-5.75520722564133e+17
3.059200908106866e+25,1.0183388364134308e+25,6.5864,1.984214984422287e+27,1.3342631107152512e+18
1.8824314169619197e+25,5.910366192801275e+24,6.0,1.7807111965467763e+27,0.0
5.813599942114421e+24,-8.261112355322161e+24,6.01,1.7841633517490164e+27,0.0
-7.514943547488816e+24,3.074916851562488e+24,6.18,1.8429496327279662e+27,0.0
4.534987126794189e+27,1.867329981610883e+28,6.078,1.807655407258927e+27,0.0
8.840126309657998e+24,1.315393196117592e+25,6.0031,1.7817812941004702e+27,0.0
2.4006113080692854e+24,1.677656600386189e+25,6.1498,1.8324928244020688e+27,0.0
8.69338199096302e+24,-8.133614687522521e+23,6.25,1.867209470262239e+27,0.0
-5.477168492494615e+24,5.761188046740581e+24,6.1,1.8152622262096526e+27,0.0
-8.802095303469485e+24,-2.7884185820175554e+24,6.5881,1.9848079875905391e+27,6.675303732733379e+17
2.811870398571985e+24,-2.4928469937826657e+24,6.4323,1.9305317220734657e+27,6.315211759515128e+17
4.6187521400826405e+24,1.0379152726288029e+25,6.03,1.7910696374453032e+27,-1.0871487537102575e+18
-8.030773922193047e+24,-4.8082565215438705e+24,6.04,1.7945237650328706e+27,5.456729951218142e+17
-8.827907244287115e+24,1.5140669409648616e+25,6.2,1.849877860843551e+27,-5.79855983399823e+17
-1.1084446239484748e+25,-5.065188281482026e+24,6.161,1.8363701681143823e+27,5.714187559018493e+17
9.010147034542388e+24,4.842456569748736e+24,6.339,1.8980983147306506e+27,6.104799998086336e+17
-7.951764261232713e+22,-3.100517301512178e+24,6.03,1.7910696374453032e+27,5.4357437685512877e+17
-5.185270811750886e+24,1.2648262461878076e+24,6.01,1.7841633517490164e+27,0.0
-2.5043259832704495e+25,2.3881694258497746e+25,6.8,2.0588541599201142e+27,0.0
8.403249864960319e+26,9.654569642515834e+24,6.1831,1.84402334205271e+27,5.761915189473547e+17
9.276469781515363e+23,-5.6549836138086e+24,6.4,1.9192974550092767e+27,0.0
1.919031933330676e+25,9.395996037184428e+24,6.3903,1.915924929134039e+27,0.0
-7.368934707409763e+24,2.803657331175771e+24,6.19,1.8464134300250862e+27,0.0
3.6695610767373986e+25,2.5394183248083677e+24,6.11,1.8187209057021853e+27,-5.6048778353803014e+17
1.3327178738513444e+23,1.272091624019095e+25,6.476,1.945741011386672e+27,0.0
-7.856713002641879e+24,-3.1050985835185055e+25,6.1,1.8152622262096526e+27,-5.583580402452427e+17
9.94195068002391e+24,-1.7023906590607554e+24,6.01,1.7841633517490164e+27,-5.393904611860936e+17
-4.321160895051491e+24,1.224712703303278e+25,6.0763,1.8070677381848658e+27,-5.5332831957775686e+17
6.408410866603399e+24,7.289138406221691e+24,6.05,1.7979785471848157e+27,5.47776055575259e+17
-1.2836231375819918e+25,-6.451528112791892e+23,7.5413,2.3198030231447525e+27,0.0
3.6092492027910874e+25,9.642239582050968e+24,6.3258,1.8935139553211964e+27,0.0
-1.3595096697095945e+25,3.735905316131104e+24,6.308,1.8873337146743599e+27,6.035752589368308e+17
-2.447244307052899e+25,4.200035929012916e+24,6.08,1.8083468066571544e+27,0.0
-7.440049560293068e+24,-1.1707456264403938e+25,6.61,1.9924487679803885e+27,-6.726797584544343e+17
3.900057369305743e+25,-6.25736395812249e+24,6.1458,1.831108252959757e+27,1.1362975466071565e+18
-8.603391681465633e+23,2.504562165994704e+25,6.253,1.8682498657092235e+27,-1.1828616411128988e+18
1.0693944587876019e+25,7.917380372270841e+24,6.07,1.8048900694285675e+27,-5.519955087201879e+17
3.195139836191422e+24,3.733822368359333e+24,6.2,1.849877860843551e+27,0.0
2.225184368005683e+25,-5.680010583501057e+24,6.072,1.8055813648989973e+27,0.0
-6.373472599601495e+23,1.9879398059711852e+24,6.08,1.8083468066571544e+27,0.0
2.0904187308457633e+24,-8.105730805218987e+24,6.03,1.7910696374453032e+27,-5.4357437685512877e+17
-1.2833674220206198e+25,-6.022023050605257e+24,6.2341,1.86169631498698e+27,0.0
2.0960332563077353e+25,-5.080901256291286e+24,6.02,1.7876161658671827e+27,0.0
2.410693261950145e+25,-8.020975708244805e+24,6.27,1.8741465013920048e+27,0.0
-1.2556752205172852e+24,1.636270089010787e+25,6.69,2.020383856195992e+27,-6.916745759877908e+17
8.685866944601838e+24,4.733862498850374e+24,6.1225,1.823045161370268e+27,5.6315622353458765e+17
-2.548142573948592e+25,2.1261044505685223e+25,6.69,2.020383856195992e+27,0.0
8.073624154396319e+24,-8.179894358399514e+24,6.4189,1.9258703018221713e+27,-6.284751430223657e+17
-9.888704132893904e+24,-2.9441505580953427e+24,6.13,1.825640197080691e+27,0.0
1.992333556100043e+25,-5.274300891798206e+24,6.1722,1.8402483115058763e+27,5.7383480892826944e+17
2.2767730540797036e+26,5.233111869877736e+24,6.4435,1.9344286637822173e+27,6.34073307109988e+17
-9.672918133754456e+24,-1.4068738101295004e+25,6.02,1.7876161658671827e+27,-5.414801993519773e+17
4.5173574975906823e+24,9.330372990986169e+24,7.0842,2.1585569057362762e+27,1.5790323721738506e+18
1.2870797962232107e+25,-3.2972818471612424e+24,6.15,1.8325620556589167e+27,0.0
1.2789236455819047e+25,-4.2023257435777534e+24,6.2,1.849877860843551e+27,0.0
-1.029604138922299e+24,1.0070181426559913e+24,6.133,1.8266783124810606e+27,0.0
-1.230494833004772e+25,2.35331411255901e+25,6.06,1.801433982461476e+27,0.0
1.2229076294131675e+25,1.1480945541486126e+25,6.21,1.8533429238214428e+27,0.0
8.777415850162317e+24,-3.378493275523444e+24,6.0008,1.7809873446804635e+27,5.374718216674975e+17
2.263803983694731e+25,-1.9402054725957505e+25,6.26,1.8706776737814547e+27,0.0
-6.543753846420203e+24,-3.529324108421816e+24,6.006,1.7827824105164906e+27,-5.385558086141108e+17
3.8379109029947955e+24,8.31827303060958e+24,6.0962,1.8139480973089397e+27,5.575499048338627e+17
7.74445590984489e+23,2.391290690563304e+25,6.1247,1.8238063343937623e+27,0.0
4.41180429932094e+24,-2.0246869559908512e+25,6.16,1.8360239441704273e+27,5.7120330891978765e+17
6.067270626468831e+24,-6.933649364543077e+24,6.01,1.7841633517490164e+27,0.0
1.2927316625592742e+25,1.644854969816629e+25,6.92,2.1008988176288366e+27,0.0
2.0129378388538398e+24,-2.9473664891055913e+24,6.26,1.8706776737814547e+27,0.0
4.877686526685263e+24,6.650606534007234e+24,6.78,2.0518544876578681e+27,0.0
4.834885732435423e+23,-1.3608386216210512e+25,6.6759,2.0154576270837587e+27,1.3766114354455488e+18
8.91978521650199e+24,-2.502706629292545e+25,6.7909,2.055669031428838e+27,0.0
3.167600916719581e+24,6.91451474580809e+24,6.3643,1.9068879900939914e+27,0.0
1.032074429893208e+24,-4.685034525719246e+24,6.13,1.825640197080691e+27,0.0
4.5489289823081696e+24,-1.2672836837270401e+25,6.04,1.7945237650328706e+27,5.456729951218142e+17
-2.0716807156555356e+24,1.1135904803358515e+25,6.13,1.825640197080691e+27,5.647606277181503e+17
-7.902742655170453e+24,-8.656687999965381e+23,6.18,1.8429496327279662e+27,0.0
4.931580237867529e+24,-2.5676330677875784e+24,6.04,1.7945237650328706e+27,5.456729951218142e+17
-4.918609111508798e+24,-2.5972429342862444e+25,6.3379,1.897716243894973e+27,6.10234255816749e+17
-2.017600167323722e+24,-3.331348683255868e+24,6.09,1.811804192723623e+27,0.0
-4.522310697626178e+25,2.3777621220730884e+25,6.27,1.8741465013920048e+27,0.0
1.555446093923243e+25,1.6561009026808684e+25,7.01,2.1324839845160034e+27,7.70558454120734e+17
-1.9977052117549447e+25,-3.8116175082457894e+24,6.658,2.0092054022671212e+27,6.840419047807494e+17
4.946086736825167e+24,-2.3292197513149227e+25,6.05,1.7979785471848157e+27,0.0
-3.312705187052108e+24,-2.91874533740503e+24,6.2,1.849877860843551e+27,-5.79855983399823e+17
3.8392577820629153e+24,9.572677191649054e+24,6.44,1.933210788502617e+27,0.0
4.4797654178059327e+24,2.1261965185297915e+25,6.82,2.0658560669333004e+27,-7.231595953563124e+17
1.006854937913463e+24,-3.3860726021219046e+24,6.4,1.9192974550092767e+27,6.241925891400017e+17
-1.409477077670814e+25,-2.4175875786745506e+25,6.1517,1.8331505316611583e+27,0.0
1.1952942098571762e+25,2.3446647755144449e+24,6.01,1.7841633517490164e+27,5.393904611860936e+17
5.505065018969659e+24,1.61983849980715e+24,6.6145,1.9940191364633273e+27,-6.737405349192564e+17
3.9412690798035525e+25,2.0513174738789204e+24,6.07,1.8048900694285675e+27,5.519955087201879e+17
-3.2962718415732217e+24,2.7211835553270005e+24,6.18,1.8429496327279662e+27,0.0
3.536454537446025e+26,5.774872515291864e+24,6.12,1.822180229793402e+27,5.626219788959056e+17
1.7486979980610086e+23,1.2516162528355445e+25,6.4386,1.9327236589988541e+27,0.0
5.837628290587957e+24,6.062873760304117e+24,6.05,1.7979785471848157e+27,0.0
3.8178496339745004e+25,1.0050491755784784e+24,6.1877,1.8456167004988872e+27,0.0
-9.790067685181774e+24,1.4289631972368416e+25,6.0812,1.8087616587544973e+27,0.0
9.448351933020223e+24,-3.9390670657628994e+23,6.14,1.829100806166621e+27,0.0
4.991275106914078e+24,1.5397346607195822e+25,6.03,1.7910696374453032e+27,0.0
